Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Progressivos_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
0,S. Sosa,San Lorenzo Res.,San Lorenzo,"LDMF, RDMF, DMF",LDMF,7,19,0,,17,971,Argentina,Argentina,right,175,66,no,8.16,3.705504000000001,0.835,2.226819,ARG1,Testing,2024,0.02620712232545142,0.0,0.0007329938228131019
1,Gabriel Neves,Estudiantes,Estudiantes,"LDMF, LCMF, RDMF",LDMF,7,27,1800000,2027-12-31,18,978,Uruguay,Uruguay,right,171,70,no,9.29,4.322616,0.91875,7.088634,ARG1,Testing,2024,0.6213921658011338,0.6257632425089515,0.6188593191495391
2,R. Villagra,River Plate,River Plate,"DMF, LDMF",DMF,7,23,7000000,2027-12-31,14,1013,Argentina,Argentina,right,178,77,no,8.97,4.61774,2.484858,4.08342,ARG1,Testing,2024,0.3381195836995189,0.4475555564359122,0.3852268994540983
3,A. Gamarra,Argentinos Juniors,Argentinos Juniors,"DMF, LCMF",DMF,7,21,0,,18,1063,Argentina,"Argentina, Paraguay",right,175,68,no,11.51,5.844960000000001,2.201164,5.42088,ARG1,Testing,2024,0.9209875881544992,0.9386303949872149,0.9289291600482587
4,B. Zuculini,Racing Club,Racing Club,"DMF, LCMF, RCMF",DMF,7,31,700000,2025-12-31,17,1093,Argentina,"Argentina, Italy",right,182,77,no,9.14,4.447396,1.892174,4.201305000000001,ARG1,Testing,2024,0.3928516125915338,0.4413232322318583,0.4097807192860531
5,M. Fernández,Gimnasia La Plata,Gimnasia La Plata,"DMF, RCMF, LCMF",DMF,7,23,425000,2025-06-30,14,1132,Uruguay,Uruguay,right,183,75,yes,6.28,2.543856,1.3532,4.6905,ARG1,Testing,2024,0.0,0.02475928308138115,0.0
6,F. Mac Allister,Argentinos Juniors,Argentinos Juniors,DMF,DMF,7,29,325000,2026-12-31,16,1170,Argentina,"Argentina, Italy",right,176,71,no,10.69,5.770338000000001,2.693924,5.997816,ARG1,Testing,2024,0.9038312125875158,0.9943412806582518,0.9484480519857429
7,K. Ortíz,Rosario Central,Rosario Central,"RDMF, RCMF, LCMF",RDMF,7,24,0,,18,1244,Argentina,Argentina,right,176,70,no,11.65,5.354692,2.386665,3.3252,ARG1,Testing,2024,0.6820829949210413,0.6592070446480586,0.6665166150187054
8,G. Pérez,Lanús,Lanús,"LDMF, LCMF, RDMF",LDMF,7,23,500000,2027-12-31,19,1318,Uruguay,Uruguay,right,184,72,no,9.63,3.889944,1.636964,5.395320000000001,ARG1,Testing,2024,0.5699969018240594,0.5360530405285712,0.5474222204967837
9,U. Ortegoza,Talleres Córdoba,Talleres Córdoba,"RDMF, DMF, LDMF",RDMF,7,27,1800000,2025-12-31,22,1342,Argentina,Argentina,right,180,80,no,10.19,5.632076000000001,0.8034180000000001,4.6275,ARG1,Testing,2024,0.5027818356817574,0.5176994739288816,0.5041016105027376
10,M. Martínez,Rosario Central,Rosario Central,"RDMF, LCB, RCMF",RDMF,7,31,600000,2026-12-31,18,1374,Argentina,Argentina,right,186,80,no,8.65,3.408094999999999,0.788532,3.801312,ARG1,Testing,2024,0.1329559643446316,0.09774129342825894,0.1042596848716106
11,J. Portilla,Talleres Córdoba,Talleres Córdoba,"LDMF, RDMF, DMF",LDMF,7,26,2500000,2026-12-31,24,1468,Colombia,Colombia,right,183,75,no,9.13,4.478936999999999,1.225,5.330679,ARG1,Testing,2024,0.5048741739025342,0.4847442914772062,0.4884767583181164
12,F. Quignón,Belgrano,Belgrano,"DMF, RCMF, LCMF",DMF,7,31,1200000,2025-12-31,21,1483,Argentina,Argentina,left,178,75,no,10.32,4.61472,1.336917,3.457727999999999,ARG1,Testing,2024,0.4535248031912053,0.4210028567692824,0.4302100344532931
13,S. González,Tigre Res.,Tigre,"RDMF, RCMF",RDMF,7,21,0,,22,1485,Argentina,Argentina,right,0,0,no,12.79,7.392659999999999,1.3317,3.208576,ARG1,Testing,2024,0.7205362603771122,0.7269920421066367,0.7203015851262379
14,E. Méndez,Sarmiento,Sarmiento,"DMF, RCMF",DMF,7,35,50000,2025-12-31,18,1490,Argentina,Argentina,right,186,82,no,10.21,4.89558,3.019108,3.684608,ARG1,Testing,2024,0.622700056024542,0.6187372700728081,0.6159644404829756
15,D. Martínez,Independiente,Independiente,"RDMF, RCMF, LDMF",RDMF,7,20,0,2027-12-31,21,1515,Argentina,Argentina,right,170,67,no,9.09,4.933520000000001,1.188984,2.967758,ARG1,Testing,2024,0.230093433234681,0.2207075489184551,0.2156910271353565
16,C. Núñez,Banfield,Banfield,"LDMF, DMF, LCMF",LDMF,7,27,275000,2024-12-31,19,1556,Paraguay,Paraguay,right,166,69,no,12.67,7.459344000000001,1.50391,3.24038,ARG1,Testing,2024,0.7401670961604869,0.7588447001826263,0.7463660001711437
17,R. Fernández,Newell's Old Boys,Newell's Old Boys,"LDMF, DMF, RCMF",LDMF,7,28,1300000,2025-12-31,17,1614,Uruguay,Uruguay,right,173,74,yes,10.43,5.3,1.394556,4.62604,ARG1,Testing,2024,0.6403194078914157,0.6164413836648495,0.6237222116384933
18,F. Peña Biafore,Lanús,Lanús,"RDMF, RCMF, DMF",RDMF,7,23,3200000,2028-12-31,21,1623,Argentina,Argentina,right,180,75,no,9.09,3.771988,2.162755,5.93649,ARG1,Testing,2024,0.5647945928314929,0.5370454527510973,0.545290886966657
19,R. Herrera,Barracas Central,Barracas Central,"RDMF, RCMF, DMF",RDMF,7,24,1200000,2025-12-31,21,1653,Argentina,Argentina,right,181,76,yes,12.74,7.130034,1.69,2.884343,ARG1,Testing,2024,0.7438563548326572,0.7313767861346302,0.7343276419233852
20,S. Rosané,Barracas Central,Barracas Central,"LDMF, LCMF",LDMF,7,24,800000,2024-12-31,26,1667,Argentina,Argentina,right,181,70,no,11.07,5.13125,1.51,3.616779999999999,ARG1,Testing,2024,0.5807415718905239,0.5475875886152247,0.5587014625467723
21,J. Mosqueira,Unión Santa Fe,Unión Santa Fe,DMF,DMF,7,20,0,,22,1848,Argentina,Argentina,right,0,0,no,8.67,4.089536000000001,1.99576,3.167070000000001,ARG1,Testing,2024,0.1680814146127974,0.2603171285523324,0.2043494023925484
22,F. Ibarra,Rosario Central,Rosario Central,"LDMF, LCMF, RCMF",LDMF,7,23,1800000,2024-12-31,20,1857,Argentina,"Argentina, United States",right,175,69,yes,14.39,6.444640000000001,1.355,5.624495999999999,ARG1,Testing,2024,1.0,1.0,1.0
23,F. Fattori,Huracán,Huracán,"DMF, LDMF",DMF,7,32,700000,2025-12-31,25,1857,Argentina,Argentina,right,178,70,no,12.41,5.038799999999999,0.9209899999999999,6.54,ARG1,Testing,2024,0.881182602277281,0.8907781488247809,0.8845511602992469
24,L. Picco,Platense,Platense,"LDMF, DMF, LCMF",LDMF,7,26,800000,2025-12-31,21,1883,Argentina,Argentina,right,188,79,yes,14.0,7.268268000000001,1.4818,3.44267,ARG1,Testing,2024,0.76991238951694,0.7913037698074409,0.7778580418491355
25,B. Leyes,Godoy Cruz,Godoy Cruz,"DMF, LCMF",DMF,7,23,0,,23,1891,Argentina,Argentina,left,173,69,no,9.19,4.522788,1.188766,5.334,ARG1,Testing,2024,0.5059717619293745,0.4861102761316314,0.4897239848764615
26,E. Pérez,Estudiantes,Estudiantes,"LDMF, DMF, RDMF",LDMF,7,38,600000,2024-12-31,23,1928,Argentina,Argentina,right,178,77,no,10.32,3.499776,2.100126,6.912108,ARG1,Testing,2024,0.7441027845728716,0.6725539191694595,0.7046723008182586
27,S. Ascacíbar,Estudiantes,Estudiantes,"RDMF, RCMF",RDMF,7,27,6000000,2026-12-31,21,1985,Argentina,"Argentina, Italy",right,169,69,no,10.38,4.89684,2.311426,5.71247,ARG1,Testing,2024,0.7641785404477797,0.8008330950436361,0.7797795677343228
28,C. Ordoñez,Vélez Sarsfield,Vélez Sarsfield,RDMF,RDMF,7,20,0,,25,2055,Argentina,Argentina,right,177,68,no,8.23,4.070938999999999,1.226772,3.10726,ARG1,Testing,2024,0.1009140122916916,0.120403100259968,0.09951082305396639
29,K. Gutiérrez,Defensa y Justicia,Defensa y Justicia,"RDMF, LCMF, DMF",RDMF,7,27,3500000,2025-12-31,22,2091,Argentina,Argentina,right,168,65,no,8.69,4.088902999999999,0.171094,9.470414,ARG1,Testing,2024,0.5430988231250949,0.6186945434450786,0.5756432994468486
30,I. Marcone,Independiente,Independiente,"DMF, LDMF, LCMF",DMF,7,34,1000000,2024-12-31,22,2122,Argentina,"Argentina, Italy",right,182,76,no,8.44,3.141644,1.019915,6.36093,ARG1,Testing,2024,0.48348209810749,0.4207583146229071,0.4452526328137914
31,A. Bouzat,Vélez Sarsfield,Vélez Sarsfield,"LDMF, LB",LDMF,7,30,450000,2026-12-31,24,2223,Argentina,Argentina,left,170,72,no,13.08,5.952216,0.932085,5.832025,ARG1,Testing,2024,0.9333183864249509,0.913550848081183,0.9224748841079224
32,A. Cardozo,Tigre,Tigre,"LDMF, LCMF, DMF",LDMF,7,27,1500000,2024-12-31,24,2321,Argentina,Argentina,right,182,79,no,7.33,3.840487,1.98,5.19862,ARG1,Testing,2024,0.3683735653909127,0.3573682810010255,0.3548846261148828
33,F. Romero,Independiente Rivadavia,Independiente Rivadavia,"DMF, RCMF, LCMF",DMF,7,24,650000,2026-12-31,26,2557,Argentina,Argentina,right,177,70,no,10.98,4.25733,0.2476640000000001,3.65876,ARG1,Testing,2024,0.3896231852385057,0.3323335416691053,0.3529683434806163
0,G. Vega,Nueva Chicago,Nueva Chicago,"RDMF, DMF, RCMF",RDMF,7,32,50000,2024-12-31,28,1121,Argentina,Argentina,right,182,75,no,11.88,4.172378,1.204263,4.735063999999999,ARG2,Testing,2024,0.6392136557679237,0.5082389206243207,0.5619219202209566
1,J. Fernández,Ferro Carril Oeste,Ferro Carril Oeste,"RDMF, RCMF, DMF",RDMF,7,19,0,,17,1135,Argentina,Argentina,,0,0,no,11.58,5.790079,1.821953,2.695524,ARG2,Testing,2024,0.475494414238821,0.4485435110651974,0.4471211963749303
2,D. Lemos,Agropecuario,Agropecuario,"DMF, LCMF, RCMF",DMF,7,35,150000,,14,1248,Argentina,Argentina,right,178,82,no,11.75,4.758468000000001,3.027327,6.130788000000001,ARG2,Testing,2024,0.8296610460774368,0.8112479017748946,0.8154825007563883
3,I. Cechi,Tristán Suárez,Tristán Suárez,"DMF, RCMF",DMF,7,23,125000,2024-12-31,25,1312,Argentina,Argentina,right,179,70,no,8.99,4.458314,1.16713,5.0764,ARG2,Testing,2024,0.2633130472186299,0.2846986209991323,0.2539016098869917
4,G. Rostagno,Racing Córdoba,Racing Córdoba,"DMF, LCMF, RDMF",DMF,7,22,0,,19,1323,Argentina,Argentina,,0,0,no,9.25,4.080204,2.856,1.428,ARG2,Testing,2024,0.0,0.05389161667764558,0.0
5,S. Valenzuela,Chaco For Ever,Chaco For Ever,"DMF, RW, LCMF",DMF,7,23,0,,20,1455,Argentina,Argentina,,169,66,no,11.51,5.18818,0.6,5.052566,ARG2,Testing,2024,0.654281640088812,0.5979461102812555,0.6157602238199333
6,P. Hernández,San Martín Tucumán,San Martín Tucumán,"LDMF, LCMF, RCMF",LDMF,7,38,25000,2024-12-31,25,1538,Argentina,"Argentina, Chile",left,185,85,no,8.78,3.978655,3.862152,5.094743,ARG2,Testing,2024,0.356884260689023,0.352318986861509,0.3367292574703123
7,G. Olguín,San Martín San Juan,San Martín San Juan,"DMF, RDMF, RCMF",DMF,7,24,75000,2024-12-31,34,1619,Argentina,Argentina,right,181,75,yes,11.23,5.615322,0.9444,3.948552,ARG2,Testing,2024,0.4402274228479564,0.4707298345122595,0.4403997475307136
8,F. Sivetti,Defensores Unidos,Defensores Unidos,"DMF, RCMF, LCMF",DMF,7,26,75000,,24,1632,Argentina,"Argentina, Italy",right,178,76,no,11.08,4.468896,0.718589,4.684779000000001,ARG2,Testing,2024,0.4160106826194341,0.3846260378661931,0.3837119814124403
9,M. García,San Martín Tucumán,San Martín Tucumán,"DMF, LDMF, RDMF",DMF,7,29,100000,,32,1852,Argentina,Argentina,left,179,75,no,11.61,5.054142000000001,2.186277,2.962624,ARG2,Testing,2024,0.5087302594372378,0.4794045960732903,0.4800571472992488
10,G. Papa,Club Atlético Güemes,Club Atlético Güemes,"DMF, RCMF, LCMF",DMF,7,35,50000,2024-12-31,29,1890,Uruguay,Uruguay,right,177,72,no,14.19,6.570849999999999,4.524332999999999,4.955799999999999,ARG2,Testing,2024,1.0,1.0,0.9999999999999999
11,J. Blanco,Estudiantes Río Cuarto,Estudiantes Río Cuarto,"DMF, LCMF, RCMF",DMF,7,37,10000,2024-12-31,28,1919,Argentina,Argentina,right,186,81,no,10.74,4.734876,1.36,5.580624,ARG2,Testing,2024,0.5923553504128167,0.5790067778293069,0.5742077476983868
12,A. Bustos,Racing Córdoba,Racing Córdoba,"DMF, RCMF, LCMF",DMF,7,25,125000,,23,1930,Argentina,Argentina,right,172,70,no,10.77,5.456104,1.211508,3.962256,ARG2,Testing,2024,0.4228653415564454,0.4420913127336226,0.4167625218425859
13,N. Pereyra,Brown de Adrogué,Brown de Adrogué,"DMF, LCMF, RCMF",DMF,7,32,25000,2024-12-31,26,1999,Argentina,Argentina,right,179,77,no,10.81,4.814892,2.342561,3.82778,ARG2,Testing,2024,0.5253084635194002,0.5055914603249194,0.502031806419099
14,M. Esponda,Aldosivi,Aldosivi,"DMF, RCMF, LCMF",DMF,7,21,0,2024-12-31,30,2242,Argentina,Argentina,right,179,77,yes,11.24,5.058144,2.61072,4.61334,ARG2,Testing,2024,0.7354415111023952,0.7006573782211578,0.7102416722989665
15,N. Gómez,Ferro Carril Oeste,Ferro Carril Oeste,"LDMF, RDMF, LCMF",LDMF,7,28,175000,2025-12-31,29,2281,Argentina,Argentina,right,179,75,no,11.92,6.153426,1.458936,4.774295,ARG2,Testing,2024,0.781902377919305,0.7374766580120331,0.7530348421560384
16,M. Villarreal,Agropecuario,Agropecuario,"DMF, LCMF, RCMF",DMF,7,32,225000,2024-12-31,32,2486,Argentina,Argentina,right,180,76,no,10.32,4.559163,2.17132,3.87279,ARG2,Testing,2024,0.4269287898866646,0.4013410331525577,0.3979111405088214
17,S. Prediger,Colón,Colón,"DMF, LCMF, LDMF",DMF,7,38,100000,,34,2683,Argentina,Argentina,right,184,83,no,10.1,4.967706,2.31288,3.894003,ARG2,Testing,2024,0.4308146296430158,0.4355106379504965,0.4174657783082447
18,J. Vitale,Deportivo Morón,Deportivo Morón,"DMF, RCMF, RDMF",DMF,7,29,100000,2025-12-31,29,2727,Argentina,Argentina,right,182,76,yes,8.84,4.057212,2.178,5.080375999999999,ARG2,Testing,2024,0.3278838675551626,0.3336819299887944,0.3122509445383012
19,Nicolás Watson,Chacarita Juniors,Chacarita Juniors,"DMF, RDMF, RCMF",DMF,7,26,100000,2024-12-31,34,3116,Argentina,Argentina,right,175,78,no,12.85,6.644953,1.443075,4.734319999999999,ARG2,Testing,2024,0.8687480371899766,0.8492121589785333,0.8550749761685945
20,T. Cravero,San Miguel,San Miguel,"DMF, RCMF, LCMF",DMF,7,22,175000,2025-12-31,37,3118,Argentina,Argentina,right,0,0,no,11.7,5.198843999999999,0.868732,3.785225,ARG2,Testing,2024,0.4801963070333951,0.4485871109048244,0.4495596487627155
21,R. Birge,Gimnasia y Tiro,Gimnasia y Tiro,"DMF, RCMF, LCMF",DMF,7,35,10000,,37,3196,Argentina,Argentina,,0,0,no,12.78,6.474287999999999,0.592992,2.985329999999999,ARG2,Testing,2024,0.5498462908433412,0.5450325005401224,0.5349070913145479
22,I. Ramírez,Quilmes,Quilmes,"DMF, LDMF, LCMF",DMF,7,34,75000,2025-12-31,35,3339,Argentina,Argentina,left,178,78,no,12.16,5.906125,1.618875,5.420624,ARG2,Testing,2024,0.8567643914285857,0.8131297182307746,0.8303764100861176
23,N. Domingo,Arsenal,Arsenal,"DMF, RCMF",DMF,7,39,10000,2024-12-31,36,3395,Argentina,"Argentina, Italy",right,174,70,no,7.24,3.126068,0.52947,8.347826,ARG2,Testing,2024,0.3449006701032749,0.3389712709128984,0.3237128670413715
24,G. Abregú,San Martín Tucumán,San Martín Tucumán,"RDMF, RCMF, DMF",RDMF,7,27,250000,2024-12-31,37,3436,Argentina,Argentina,right,170,73,no,11.05,4.97588,2.488983,4.5864,ARG2,Testing,2024,0.6817129021155609,0.6571305180371994,0.6602673389040504
25,G. Ramírez,San Telmo,San Telmo,"DMF, LDMF, RDMF",DMF,7,29,200000,2024-12-31,38,3552,Argentina,Argentina,right,176,71,no,13.76,5.040552,2.430831,6.028281,ARG2,Testing,2024,0.9053638553300404,0.8728068856331721,0.8860139235112457
26,N. Pelaitay,San Martín San Juan,San Martín San Juan,"LDMF, LCMF, CB",LDMF,7,31,250000,,39,3567,Argentina,Argentina,right,168,74,no,10.24,5.37288,1.59075,3.305025,ARG2,Testing,2024,0.288579640773814,0.3152500166608993,0.2825834601350544
27,S. López,San Martín San Juan,San Martín San Juan,"RDMF, RCMF",RDMF,7,26,500000,2024-12-31,41,3672,Argentina,Argentina,right,180,69,no,6.99,3.233139,0.8584020000000001,5.075869999999999,ARG2,Testing,2024,0.09280377134698975,0.0,0.01999485486153355
28,T. Bottari,Nueva Chicago,Nueva Chicago,"LDMF, LCMF",LDMF,7,23,175000,2024-12-31,40,3742,Argentina,Argentina,right,173,70,no,14.74,6.881850000000001,1.778094,4.929133,ARG2,Testing,2024,0.9541360403257347,0.9516254197162377,0.9515759036004224
0,E. Camara,Charleroi,Charleroi,"LDMF, RDMF, LCMF",LDMF,7,21,0,,12,980,France,"France, Guinea",left,191,79,no,9.46,4.499348,2.755776,2.757456,BEL1,Testing,2024,0.4156404890683384,0.4799824446800667,0.4478114668742025
1,H. Sahabo,Standard Liège,Standard Liège,"DMF, LCMF, RDMF",DMF,7,18,0,2026-06-30,18,1092,Belgium,Belgium,unknown,0,0,no,7.5,3.541908,0.081683,3.298171,BEL1,Testing,2024,0.0,0.0,0.0
2,R. Morioka,Charleroi,Charleroi,"DMF, RCMF, LDMF",DMF,7,33,0,2024-06-30,23,1155,Japan,Japan,right,183,70,no,13.09,5.37417,1.634688,4.283538,BEL1,Testing,2024,0.8429293737578504,0.9219782183872773,0.8824537960725638
3,A. O'Neill,Standard Liège,Standard Liège,"DMF, RCMF, LCMF",DMF,7,25,0,2027-06-30,23,1708,Australia,"Australia, Northern Ireland",right,178,70,no,10.75,5.79656,1.580315,4.108364,BEL1,Testing,2024,0.7089329879241167,0.7651391766123528,0.7370360822682347
4,M. Konaté,Mechelen,Mechelen,"RDMF, RCMF, LDMF",RDMF,7,30,0,2026-06-30,25,1741,Guinea,Guinea,right,191,84,no,11.32,4.135488,2.483545,2.065934,BEL1,Testing,2024,0.6179170498861822,0.5732516763784817,0.5955843631323319
5,N. Sadiki,Union Saint-Gilloise,Union Saint-Gilloise,"DMF, RCMF, LCMF",DMF,7,19,0,,37,1789,Belgium,"Belgium, Congo DR",right,174,74,no,10.41,5.98759,0.955548,3.670656,BEL1,Testing,2024,0.5605077340943568,0.5934427075111214,0.576975220802739
6,C. Nielsen,Club Brugge,Club Brugge,"RDMF, RCMF",RDMF,7,30,0,2026-06-30,33,1791,Denmark,Denmark,right,182,76,no,8.54,4.47272,1.254152,4.523497000000001,BEL1,Testing,2024,0.4517530007992439,0.5060409212949699,0.4788969610471068
7,B. Lambert,Eupen,Eupen,"DMF, LCMF, RCMF",DMF,7,24,0,2027-06-30,22,1938,Belgium,Belgium,right,187,78,no,13.24,5.291328,1.763316,4.597074,BEL1,Testing,2024,0.9534025709704451,0.9656047508107539,0.9595036608905994
8,A. Yusuf,Antwerp,Antwerp,"RDMF, LDMF, RCMF",RDMF,7,23,0,2025-06-30,31,1990,Nigeria,Nigeria,right,173,66,no,9.23,5.066997,2.259443,4.159443,BEL1,Testing,2024,0.5185969387249232,0.6455983376482551,0.5820976381865891
9,A. Vermeeren,Atlético Madrid,Atlético Madrid,"RDMF, DMF, RCMF",RDMF,7,19,0,,23,2246,Belgium,Belgium,right,180,65,no,8.54,3.725909,0.439992,4.567879,BEL1,Testing,2024,0.2900265563461648,0.284371338915532,0.2871989476308483
10,A. Piedfort,Westerlo,Westerlo,"LDMF, RCB",LDMF,7,19,0,2027-06-30,25,2257,Belgium,Belgium,right,180,73,no,8.77,3.187198,0.716556,3.14727,BEL1,Testing,2024,0.122491051023171,0.1354288260408538,0.1289599385320124
11,M. Keita,Antwerp,Antwerp,"LDMF, LCMF, DMF",LDMF,7,22,0,2025-06-30,30,2464,Belgium,"Belgium, Guinea",right,181,78,yes,11.36,6.209334999999999,1.241073,4.128084,BEL1,Testing,2024,0.7543446538332697,0.7703186427152832,0.7623316482742764
12,B. Heynen,Genk,Genk,"RDMF, AMF",RDMF,7,27,0,2026-06-30,27,2514,Belgium,Belgium,right,183,74,no,8.99,3.758865,2.219112,3.762114,BEL1,Testing,2024,0.2877792814436127,0.3894641272366472,0.3386217043401299
13,A. Sissako,Kortrijk,Kortrijk,"DMF, RCMF, LCMF",DMF,7,25,0,2027-06-30,31,2537,France,"France, Mali",right,186,78,no,10.18,4.54212,2.1297,2.979611999999999,BEL1,Testing,2024,0.5982779125958441,0.6007373919665393,0.5995076522811916
14,S. Sydorchuk,Westerlo,Westerlo,"RDMF, RCMF",RDMF,7,33,0,2026-06-30,29,2641,Ukraine,Ukraine,right,189,80,no,8.01,3.989232,0.648208,4.600092000000001,BEL1,Testing,2024,0.2820964753178576,0.2804530013088196,0.2812747383133386
15,R. Onyedika,Club Brugge,Club Brugge,"LDMF, DMF, LCMF",LDMF,7,23,0,2027-06-30,31,2651,Nigeria,Nigeria,right,184,78,no,9.37,4.88755,1.054017,6.142868999999999,BEL1,Testing,2024,0.6447576407537408,0.7398546452355925,0.6923061429946666
16,H. Vetlesen,Club Brugge,Club Brugge,"RDMF, LDMF, RCMF",RDMF,7,24,0,2027-06-30,37,2717,Norway,Norway,right,174,72,no,7.06,3.147034,0.9296,4.1075,BEL1,Testing,2024,0.1864288482435835,0.09323448985676507,0.1398316690501743
17,Leonardo Lopes,Cercle Brugge,Cercle Brugge,"RDMF, RCMF, LB",RDMF,7,25,0,2024-06-30,34,3068,Portugal,Portugal,right,168,64,no,9.86,4.341687,2.58358,6.131527999999999,BEL1,Testing,2024,0.7880907618352586,0.7717610040049396,0.779925882920099
18,H. Van der Bruggen,Cercle Brugge,Cercle Brugge,"LDMF, LCMF, RDMF",LDMF,7,31,0,2025-06-30,35,3183,Belgium,Belgium,right,181,72,no,12.21,5.229483,2.066682,7.630464000000001,BEL1,Testing,2024,1.0,1.0,1.0
19,M. Rits,Anderlecht,Anderlecht,"DMF, RCMF",DMF,7,30,0,2026-06-30,39,3486,Belgium,Belgium,right,178,72,no,9.73,3.408966,0.9019999999999999,4.050558,BEL1,Testing,2024,0.4357474748181203,0.3931121884034653,0.4144298316107927
20,P. Hrošovský,Genk,Genk,"LDMF, LCMF",LDMF,7,32,0,2025-06-30,41,3509,Slovakia,Slovakia,right,173,70,no,7.85,3.793608,0.486916,4.18133,BEL1,Testing,2024,0.1573267592636935,0.1644684468509199,0.1608976030573067
21,C. Vanhoutte,Union Saint-Gilloise,Union Saint-Gilloise,"DMF, RCMF, LCMF",DMF,7,25,0,2027-06-30,41,3512,Belgium,Belgium,right,182,74,no,11.89,4.99851,1.846625,5.714334,BEL1,Testing,2024,0.9762961214107383,0.9442690033054986,0.9602825623581184
0,L. Raillot,RFC Seraing,RFC Seraing,"DMF, RCMF",DMF,7,19,0,2026-06-30,19,914,France,France,,191,0,yes,12.31,5.613576,1.376765,4.827887,BEL2,Testing,2024,0.6882493510340382,0.6507577442487301,0.6695035476413842
1,H. Sahabo,Standard Liège,Standard Liège,"LDMF, LCMF, DMF",LDMF,7,18,0,2026-06-30,14,1012,Belgium,Belgium,unknown,0,0,no,10.05,5.514256,0.0,4.354875,BEL2,Testing,2024,0.3572555845466719,0.3646784080809706,0.3609669963138213
2,T. Diallo,Francs Borains,Francs Borains,DMF,DMF,7,19,0,,15,1039,Belgium,Belgium,unknown,0,0,no,14.55,9.357114999999999,0.8667360000000001,3.028632,BEL2,Testing,2024,0.6791509650472651,0.7225787944657115,0.7008648797564884
3,J. Lioka,Liège,Liège,"RDMF, RCMF, LDMF",RDMF,7,25,0,,25,1096,France,France,,0,0,no,8.29,4.267896,1.148702,1.726114,BEL2,Testing,2024,0.0,0.0,0.0
4,J. Cools,Lierse Kempenzonen,Lierse Kempenzonen,"DMF, CB",DMF,7,33,0,2024-06-30,21,1191,Belgium,Belgium,right,189,73,no,11.26,4.155129,3.326833,2.417604,BEL2,Testing,2024,0.429514001141749,0.362362311754737,0.395938156448243
5,M. Osifo,OH Leuven,OH Leuven,"LDMF, CB, RDMF",LDMF,7,20,0,2027-06-30,15,1276,Belgium,Belgium,right,185,69,no,10.51,3.87863,1.480258,2.115726,BEL2,Testing,2024,0.1662820038368316,0.1395155480916058,0.1528987759642187
6,T. Pierrot,Patro Eisden,Patro Eisden,"LDMF, RDMF, RCMF",LDMF,7,30,0,2024-06-30,21,1302,France,France,right,186,80,no,10.37,4.771754,4.286891,3.316488000000001,BEL2,Testing,2024,0.352519111841378,0.4093531714778193,0.3809361416595987
7,Alejandro Granados,Club Brugge II,Club Brugge II,"LDMF, AMF, LCMF",LDMF,7,17,0,,23,1423,Spain,Spain,left,180,67,no,7.34,4.806372,0.8866919999999999,3.09925,BEL2,Testing,2024,0.03558266032248744,0.03721431727649496,0.0363984887994912
8,L. Goemaere,Club Brugge U19,Club Brugge U19,"RDMF, RCMF, DMF",RDMF,7,18,0,,26,1500,Belgium,Belgium,right,179,68,no,11.76,6.23964,1.26,4.20003,BEL2,Testing,2024,0.590412760765163,0.5639560938265492,0.5771844272958562
9,Y. Gueroui,Patro Eisden,Patro Eisden,"LDMF, RDMF, LCMF",LDMF,7,34,0,2024-06-30,19,1553,Belgium,Belgium,right,190,86,no,12.81,5.446548,7.416094,2.55106,BEL2,Testing,2024,0.6133068602742109,0.605691673050135,0.609499266662173
10,Everton Luiz,SK Beveren,SK Beveren,"RDMF, RCMF",RDMF,7,35,0,2024-06-30,26,1863,Brazil,Brazil,right,173,73,no,10.63,4.202801,1.5004,3.335997,BEL2,Testing,2024,0.3239193125164334,0.2712181756494678,0.2975687440829506
11,R. Merlen,Liège,Liège,"LDMF, RCMF, LCMF",LDMF,7,22,0,,28,1960,France,France,right,183,0,no,8.59,4.272834,0.9161839999999999,5.326425,BEL2,Testing,2024,0.4555843366587446,0.41202599182177,0.4338051642402573
12,A. Tajaouart,Anderlecht II,Anderlecht II,"DMF, RDMF, LDMF",DMF,7,18,0,,24,1982,Belgium,"Belgium, Morocco",right,0,0,no,10.76,4.585728,0.81732,3.997488,BEL2,Testing,2024,0.4056369103634509,0.3751995704853925,0.3904182404244217
13,I. Bangoura,Genk II,Genk II,RDMF,RDMF,7,20,0,,25,2009,Guinea,Guinea,right,190,79,no,12.54,5.778995999999998,2.687072,3.132956,BEL2,Testing,2024,0.5443283340015148,0.520377188622753,0.5323527613121339
14,S. Dewaele,Oostende,Oostende,"DMF, RDMF, LDMF",DMF,7,25,0,2025-06-30,28,2242,Belgium,Belgium,right,180,72,no,14.01,7.910148,0.9626309999999999,6.261117,BEL2,Testing,2024,1.0,1.0,1.0
